,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,-0.0156113001068,-0.0185672563463,-0.0137045420882,-0.0115214644244,-0.0100338339796,-0.0418032131902,0.0170736840122,0.0191470538603,0.00914416452855,-0.0127274994484,-0.0345778305636,-0.00894574183214,-0.0252142867594,-0.0152168399089,-0.00582173241646,-0.0182444879741,0.00771765176878,0.0105210710163,0.00415173679775,-0.000928636705537,0.00740977713408,0.00899487540694,-0.0142124238751,0.00705057179909,-0.00791999703,-0.022969317474,0.0162720124423,-0.0177164006028,-0.0187948924056,-0.0208253829721
1,-0.0249198905772,-0.0251713013947,-0.0332987825713,-0.0153141993834,-0.0187619668207,-0.0308560451027,0.0235412958356,0.00798114680325,0.0103231771153,-0.0361462200225,-0.0466597190373,0.0133498461878,-0.0536490861956,-0.0298768206565,0.0214455993919,-0.0426087690597,-0.0300144713994,0.0115793456065,-0.032920003994,0.0208537120915,-0.00297888670965,-0.044259098593,0.00316002034858,-0.0178985350444,-0.0140717356648,-0.0268395836474,-0.00853260858132,-0.039618556289,-0.00388292405738,-0.0292557217715
2,-0.0333933788217,0.00662888293419,-0.03917736887,-0.0200839140482,-0.0130039048313,-0.0319157981247,0.00721374951057,-0.0221943612171,0.0188019067575,-0.0608459095874,-0.0390418817173,0.00885905916083,-0.0727959244692,-0.0446711871117,0.00189647136179,-0.0320719055302,-0.0772052763333,0.00640550772443,-0.0919213031984,0.0202472049969,-0.0294609873368,-0.152182626049,0.0159137157572,-0.0415120337581,-0.00176044056837,-0.0228771969542,-0.0143929738965,-0.0414618246293,0.00970068293321,-0.0247255975032
3,-0.0306693756286,0.0333882524189,-0.0514346767831,-0.00746011397526,0.00836920015333,-0.0281571604716,-0.00816660021773,-0.030801837781,0.0531458017616,-0.0497491380213,-0.0101880781496,-0.0130670026016,-0.0570676991418,-0.0282593202542,-0.0389214059917,0.0170842085552,-0.0913944306417,0.0168166670723,-0.105908864073,-0.00759959705944,-0.0277428733048,-0.205721873968,0.026126438832,-0.0562963375877,0.0163805304531,-0.0247904499782,0.0108561076237,-0.0101741074586,0.0397184013961,-0.0207871913672
4,-0.0336897050849,0.036001605976,-0.0509412835952,-0.00595769286682,0.00698845509219,-0.0361748878911,-0.0180643936663,-0.0290978997392,0.0487944820873,-0.0533033900845,-0.00376380576791,-0.0228212175897,-0.0328080920262,-0.0212093283343,-0.044673879798,0.0233388682046,-0.088177037154,0.00620799376027,-0.106411059004,-0.0195075184161,-0.0294813082066,-0.196512836838,0.0139021525123,-0.0489436111581,0.0017832440615,-0.0197820945201,0.00867379001537,-0.035176406217,0.0284228062058,-0.0245217158199
5,-0.039951657707,0.0126995647166,-0.0453362150108,-0.010971605575,-0.00953375574644,-0.0497673665308,-0.0242312374823,-0.00779599957202,0.0254614704203,-0.0583369253458,-0.00480207183362,-0.0219161237243,0.000565489497305,-0.0170502248397,-0.0271782758472,0.00850124475848,-0.0593226638337,-0.0158255717857,-0.0801274132848,-0.0276193154272,-0.0279290097632,-0.121246812845,-0.0113155864146,-0.0282412616517,-0.029625262559,-0.0153336152302,-0.00220303917556,-0.0908016257977,-0.00646477708278,-0.0309326203199
6,-0.0529716263242,0.00143316251646,-0.010807381622,-0.0318057108563,-0.0156145768875,-0.0593227087573,-0.030774064804,-0.0196370820827,-0.0249017995785,-0.0703910470904,-0.0122526408282,0.00151177980104,0.010092451402,-0.0521805062305,-0.0296151532287,-0.0550405716207,-0.0429256298367,-0.0639924688999,-0.06931655883,-0.0137972529046,-0.0628128270963,-0.0691549535368,-0.0341639138335,-0.0180317893799,-0.0686121988251,-0.0258061356177,-0.0191355257925,-0.197193491164,-0.0374179874117,-0.0375887818071
7,-0.0364158663812,0.00677282789105,0.03432133684,-0.0211406538625,0.0187897488331,0.00698112246426,-0.0312813253489,-0.0368079504312,-0.0415310597117,-0.00800903838216,0.0314494077945,0.066327257506,-0.0048457505258,-0.0565687478611,-0.0274261962673,-0.0373575126769,0.00704308631943,-0.0656553467638,-0.0060801609541,0.000331575651028,-0.0819778229171,0.00357877604604,0.0112082099004,-0.00357028632183,-0.0392954108838,-0.0346763946328,0.0113059346336,-0.194035128734,0.0195335003929,-0.00384093337578
8,-0.018958652247,0.0166807745308,0.064291646802,-0.00648287063233,0.040059248995,0.0661761692879,-0.0280963942517,-0.0523652794466,-0.0463602267237,0.047393254213,0.068671487067,0.109987164732,-0.0317083263007,-0.0537899336226,-0.0290479186122,-0.00113898425823,0.0385045493505,-0.0550245186421,0.0408798676598,0.00524706379613,-0.0892381687695,0.0456593105206,0.059580404849,-0.0023878566819,0.00363004662204,-0.0412739316021,0.0402468154188,-0.148740201132,0.0750147939988,0.0281962486057
9,0.00858980797367,0.0151733543649,0.0504559828211,-0.0168501198275,0.0207180776258,0.0977693886323,-0.0268376235796,-0.0517102004822,-0.0230844114919,0.077938319117,0.078347057396,0.0973008758198,-0.0646699445214,-0.0246242243714,-0.0177408917066,0.0632200034427,0.0338972796655,-0.0172483865114,0.0621082418174,-0.00534152517752,-0.0509164226032,0.0571263837964,0.0892160742821,-0.0106080502813,0.0480185003001,-0.0312783976331,0.0548928935747,-0.0261512910869,0.100258643471,0.00527619041716
10,-0.00546622277221,0.00383060653537,0.0232408038834,-0.0609585316518,-0.0567053229996,0.0220365771766,-0.00417088761274,-0.0457700826514,-0.038668788331,0.0323308710422,0.0097434990312,-0.00704371427409,-0.0667190017661,-0.0326938105301,-0.0314105107979,0.0267585496027,-0.0499816750578,-0.020680154026,0.00677796884763,-0.0158015114578,-0.0243706576015,-0.00520841444778,0.0234517635821,-0.0477275113791,0.00834340727462,-0.0220347098921,0.00862817509043,-0.00560816185484,0.0128738827092,-0.0731291965702
11,-0.0238115177088,-0.0214704381945,0.00493770803744,-0.0671264917559,-0.100342937199,-0.0471068619979,0.019670527555,-0.0343077208428,-0.0421343346393,0.00439106947625,-0.0290099008068,-0.0774749055956,-0.0507118435592,-0.0538028457363,-0.0818500164108,-0.00627565073251,-0.106041507905,-0.0233693644399,-0.0170921231268,-0.0200181547974,-0.0152110225751,-0.0521011953773,-0.0412955803831,-0.0865284852043,-0.0339635237924,-0.0112246825809,-0.0245274254905,0.00115749855906,-0.0492207897981,-0.100483397898
12,-0.0545415940025,-0.074394776125,0.00548269682363,-0.0138386031815,-0.113353423935,-0.136314462717,0.0588494188653,-9.28250031296e-05,-0.0241104192493,-0.00121989815564,-0.0336126669122,-0.128939896199,0.00638339940565,-0.105785061804,-0.101318780979,-0.0435125538536,-0.147363242324,-0.0144347752397,-0.000799755879304,-0.00779931490513,-0.0224903994476,-0.102965894429,-0.133189537927,-0.145677216666,-0.0984187577524,0.00837561916748,-0.0447342249101,-0.0159518605447,-0.0955532741188,-0.0615306703459
13,-0.0540750961462,-0.0964998508168,-0.00241857829222,0.0169778469768,-0.0795562176278,-0.142860896397,0.0561101123287,0.0105599803719,0.00203223590304,-0.000328868455637,-0.0148375977243,-0.107298077654,0.0266858724918,-0.115334551177,-0.096705867809,-0.0413891534596,-0.116046595503,-0.00667881411409,0.0208946111413,0.00070311039699,-0.032883782649,-0.0853650190263,-0.119990851311,-0.144120254056,-0.109452738586,0.0249743196939,-0.0360795198411,-0.00979807245798,-0.0786160524965,-0.0232455345112
14,-0.0652958257674,-0.0667964301628,-0.0483992483092,-0.0361764212156,-0.00897240182043,-0.0850477082673,0.0268822840197,-0.0604424882573,-0.00913655893302,-0.030186624943,-0.0250137997248,-0.0335542343949,-0.00966905566246,-0.0818788095194,-0.0683910791022,-0.0258889572794,-0.0342247691483,-0.0293723229051,-0.0161869640802,-0.0167300572565,-0.073581076612,-0.0508659382843,-0.0673221829916,-0.086044219457,-0.085102233727,-0.00501313661288,-0.026154374531,-0.0206877711869,-0.0412730387214,-0.0472566989232
15,-0.0322947984487,-0.039481027821,-0.0448679042387,-0.0419939037832,0.0155862845873,-0.0289731612819,0.0136518662284,-0.0556364051731,-0.0168573159178,-0.0331089484888,-0.00872812704058,-0.00209962386102,-0.0186188544907,-0.038827042077,-0.0373913150596,-0.00784961306663,0.0116746699024,-0.0389200955351,-0.0141460270914,-0.0160525891417,-0.0655788140614,-0.00373736027621,-0.0252001583866,-0.0314249040801,-0.0377489052936,-0.00949412101488,0.00668603843622,-0.0181052345551,-0.00719669741699,-0.0308074667355
16,0.012025567645,-0.0218547759677,-0.0129335493875,-0.0155305343734,0.0131832541652,-0.00177376128959,0.014654879267,-0.0042777685882,-0.0160328108378,-0.0183157888584,0.0200142713618,-0.000306126271668,-0.00175473206035,-0.00732304720729,-0.0134164296491,0.00544987131939,0.0326308735438,-0.032123088203,0.00466042397739,-0.00379133730248,-0.0370151656036,0.025929477876,0.00685174717122,-0.00144850334764,0.00351240866376,0.00563099406041,0.0387897452289,-0.00283282347146,0.0114205712913,-5.94945153521e-05
